step,total_reward,format,verdict,mutation_type,mutation_point,provenance,source_reliability,hallucination_penalty,brier_penalty,missing_fields,missing_keys,partial_credit,parse_error,completion_preview
567,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
568,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
569,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omitted_word"",   ""position"": 16,   "
570,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
571,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""figure扭曲"",   ""mutation_operation"": "
572,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 101,   ""mu"
573,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""Fabrication"",   ""position"": ""Body"","
574,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": ""title"",  "
575,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": ""4"",   ""op"
576,-0.06,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'mutation_type'}",0.04,,"{   ""verdict"": ""untrue"",   ""mutation_point"": 1,   ""kind_of_mutation"": ""omission"""
577,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
578,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""missed_keyword"",   ""location"": ""sub"
579,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omitted_word"",   ""position"": 177,  "
580,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": ""title"",  "
581,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 80,   ""mut"
582,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 88,   ""mut"
583,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 11,   ""con"
584,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
585,-0.06,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'mutation_type'}",0.04,,"{   ""mutation-point"": 3,   ""mutation-type"": ""omission"",   ""mutation-position"": """
586,0.9998,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0002,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
587,-0.06,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'mutation_type'}",0.04,,"{   ""verdict"": ""untrue"",   ""mutation_point"": 1,   ""confidence"": 0.85,   ""errors"""
588,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
589,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 6,   ""text"
590,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": "" fabrication"",   ""mutation_operatio"
591,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 77,   ""mut"
592,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 1,   ""mutation_type"": ""omission"",   ""position"": 44,   ""mut"
593,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 41,   ""con"
594,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 7,   ""cont"
595,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 131,   ""mu"
596,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 7,   ""cont"
597,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 14,   ""con"
598,-0.01,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'confidence'}",0.09,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 319,   ""co"
599,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 168,   ""co"
600,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
601,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
602,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
603,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation"": ""KRAS G12C"",   ""verdict"": ""untrue"",   ""confidence"": ""moderate"", "
604,0.9998,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0002,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
605,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 83,   ""con"
606,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
607,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""location"": ""10.5-11 h"
608,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 2,   ""mutation_type"": ""omitted_word"",   ""position"": 49,   "
609,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 5,   ""mutation_type"": ""omission_and_distortion"",   ""positi"
610,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 76,   ""con"
611,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 6,   ""mutation_type"": ""omission"",   ""position"": 2,   ""cont"
612,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 45,   ""con"
613,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 158,   ""co"
614,0.7907,0.05,0.3,0.0,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
615,0.6398,0.05,0.3,0.0,0.0,0.18,0.11,-0.0,-0.0002,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC-"
616,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 6,   ""mutation_type"": ""omission"",   ""position"": 8,   ""word"
617,-0.03,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.07,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 248,   ""co"
618,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 699,   ""co"
619,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 294,   ""co"
620,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 119,   ""co"
621,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 0,   ""mutation_type"": ""omission"",   ""position"": 148,   ""co"
622,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
623,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 75,   ""con"
624,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
625,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
626,-0.06,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'mutation_type'}",0.04,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omitted_context"",   ""position"": 1, "
627,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 159,   ""co"
628,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
629,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 4,   ""cont"
630,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 63,   ""con"
631,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
632,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 151,   ""co"
633,-0.01,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id'}",0.09,,"{   ""mutant_id"": ""DOC-0003"",   ""mutation_point"": 28,   ""mutation_type"": ""omissio"
634,-0.03,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.07,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 44,   ""con"
635,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": ""2"",   ""co"
636,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
637,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""context_position"": 50"
638,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
639,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 94,   ""con"
640,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omitted_word"",   ""position"": 56,   "
641,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omitted_context"",   ""position"": 279"
642,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 151,   ""co"
643,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omitted_word"",   ""position"": 115,  "
644,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
645,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
646,-0.06,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id'}",0.04,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omitted_context"",   ""position"": 46,"
647,0.26,0.05,0.0,0.0,0.0,0.18,0.11,-0.0,-0.08,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distorted_value"",   ""mutation_doc_id"
648,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""verdict"": ""untrue"",   ""mutation_point"": 1,   ""mutation_type"": ""omission"",  "
649,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omitted-word"",   ""position"": 141,  "
650,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""OMittedWord"",   ""position"": 4,   ""c"
651,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""mutation_point"": 1,   ""mutation_type"": ""omitted_word"",   ""position"": 65,   "
652,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 79,   ""con"
653,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
654,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
655,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
656,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
657,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 19,   ""con"
658,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{""verdict"": ""untrue"", ""confidence"": 0.85, ""mutation_point"": 1, ""mutation_type"": "
659,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 72,   ""con"
660,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""location"": ""DOC-0003"""
661,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 89,   ""con"
662,-0.06,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'confidence'}",0.04,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omitted_word"",   ""position"": 52,   "
663,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""corpus_position"": 40,"
664,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 3,   ""cont"
665,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omitted_context"",   ""position"": ""ke"
666,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 461,   ""co"
667,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""mutation_point"": 3,   ""mutation_type"": ""omitted_word"",   ""position"": 32,   "
668,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 1,   ""cont"
669,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
670,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""verdict"": ""untrue"",   ""mutation_point"": 3,   ""mutation_type"": ""omission"",  "
671,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 49,   ""con"
672,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
673,-0.06,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'mutation_type'}",0.04,,"{   ""verdict"": ""untrue"",   ""mutation_point"": 3,   ""confidence"": 0.85,   ""error_t"
674,-0.08,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'mutation_type', 'confidence'}",0.02,,"{   ""mutation_point"": 3,   "" mutation_type"": ""omission"",   ""position"": 68,   ""co"
675,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""location"": ""doc-0003"""
676,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 4,   ""cont"
677,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
678,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 48,   ""con"
679,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""ratio distortion"",   ""position"": 41"
680,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""regulatory_forging"",   ""position"": "
681,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 4,   ""cont"
682,-0.01,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'confidence'}",0.09,,"{   ""mutation_point"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""position"": 4"
683,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""verdict"": ""untrue"",   ""mutation_point"": 1,   ""mutation_type"": ""omission"",  "
684,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
685,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 359,   ""co"
686,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""conventional"",   ""position"": 54,   "
687,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
688,-0.06,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'confidence'}",0.04,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 46000,   """
689,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 384,   ""co"
690,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 152,   ""co"
691,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 176,   ""co"
692,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 41,   ""tex"
693,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
694,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
695,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
696,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
697,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 81,   ""con"
698,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""verdict"": false,   ""mutation_point"": 0,   ""mutation_type"": ""omission"",   ""p"
699,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""mutation_point"": 2,   ""mutation_type"": ""omission"",   ""context_loss"": 4,   """
700,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
701,0.7907,0.05,0.3,0.0,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
702,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omitted_document"",   ""position"": ""f"
703,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 2,   ""mutation_type"": ""omission"",   ""context_position"": 64"
704,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{""mutation_point"": 2, ""mutation_type"": ""omission"", ""position"": 4, ""mutation"": ""P"
705,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 11,   ""con"
706,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 1,   ""cont"
707,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 2,   ""muta"
708,-0.06,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'confidence'}",0.04,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 185,   ""co"
709,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 6,   ""mutation_type"": ""omission"",   ""position"": 1,   ""cont"
710,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
711,-0.06,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'confidence'}",0.04,,"{   ""verdict"": false,   ""mutation_point"": 3,   ""mutation_type"": ""distorted_durat"
712,-0.08,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'mutation_type', 'confidence'}",0.02,,"{   ""mutation"": ""KRAS G12C"",   ""mutation_point"": 1,   ""verdict"": ""Distorted Repo"
713,0.7907,0.05,0.3,0.0,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
714,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""position"": 10,   ""con"
